日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2012-04-23,'000021,长城开发,0.0,0.0,0.0,0.0,6.12,None,None,0.0,0,0.0,8073980019.72,8073980019.72,0
2012-04-20,'000021,长城开发,6.12,6.15,6.0,6.04,6.04,0.08,1.3245,0.7102,9369230,57145714.86,8073980019.72,8073980019.72,4350
2012-04-19,'000021,长城开发,6.04,6.09,6.0,6.06,6.08,-0.04,-0.6579,0.4471,5898859,35615760.12,7968437797.24,7968437797.24,3339
2012-04-18,'000021,长城开发,6.08,6.14,5.94,5.99,5.96,0.12,2.0134,0.7228,9536347,57635575.12,8021208908.48,8021208908.48,5618
2012-04-17,'000021,长城开发,5.96,6.12,5.93,5.96,5.96,0.0,0.0,0.7587,10009585,60339906.9,7862895574.76,7862895574.76,5687
2012-04-16,'000021,长城开发,5.96,6.05,5.89,5.93,6.04,-0.08,-1.3245,0.5868,7741801,46144629.72,7862895574.76,7862895574.76,4668
2012-04-13,'000021,长城开发,6.04,6.14,5.89,6.03,5.97,0.07,1.1725,1.5806,20852356,125245746.62,7968437797.24,7968437797.24,9060
2012-04-12,'000021,长城开发,5.97,6.02,5.65,5.7,5.69,0.28,4.9209,0.9161,12085800,70960145.66,7876088352.57,7876088352.57,6453
2012-04-11,'000021,长城开发,5.69,5.7,5.56,5.61,5.63,0.06,1.0657,0.3994,5269018,29759965.6,7506690573.89,7506690573.89,3424
2012-04-10,'000021,长城开发,5.63,5.65,5.37,5.62,5.65,-0.02,-0.354,0.5113,6745884,37275611.04,7427533907.03,7427533907.03,4044
2012-04-09,'000021,长城开发,5.65,5.88,5.58,5.76,5.8,-0.15,-2.5862,0.5935,7830191,44843174.41,7453919462.65,7453919462.65,4223
2012-04-06,'000021,长城开发,5.8,5.83,5.67,5.7,5.72,0.08,1.3986,0.432,5699458,32808760.8,7651811129.8,7651811129.8,3729
2012-04-05,'000021,长城开发,5.72,5.75,5.56,5.56,5.63,0.09,1.5986,0.4917,6486986,36693192.42,7546268907.32,7546268907.32,5369
2012-03-30,'000021,长城开发,5.63,5.65,5.46,5.62,5.61,0.02,0.3565,0.4464,5889771,32749846.76,7427533907.03,7427533907.03,3369
2012-03-29,'000021,长城开发,5.61,5.91,5.49,5.86,5.86,-0.25,-4.2662,0.4362,5754880,32665702.69,7401148351.41,7401148351.41,4137
2012-03-28,'000021,长城开发,5.86,6.13,5.82,6.08,6.14,-0.28,-4.5603,0.4427,5839797,34714863.09,7730967796.66,7730967796.66,4428
2012-03-27,'000021,长城开发,6.14,6.24,6.04,6.2,6.18,-0.04,-0.6472,0.4608,6078912,37351327.24,8100365575.34,8100365575.34,3377
2012-03-26,'000021,长城开发,6.18,6.27,6.15,6.23,6.3,-0.12,-1.9048,0.2588,3414823,21188064.26,8153136686.58,8153136686.58,2318
2012-03-23,'000021,长城开发,6.3,6.42,6.15,6.4,6.45,-0.15,-2.3256,0.6176,8148272,51097532.26,8311450020.3,8311450020.3,4660
2012-03-22,'000021,长城开发,6.45,6.45,6.22,6.38,6.34,0.11,1.735,0.4147,5471609,34601145.31,8509341687.45,8509341687.45,3808
2012-03-21,'000021,长城开发,6.34,6.44,6.18,6.36,6.36,-0.02,-0.3145,0.6355,8383614,52806012.67,8364221131.54,8364221131.54,5504
2012-03-20,'000021,长城开发,6.36,6.58,6.36,6.55,6.6,-0.24,-3.6364,0.7852,10359585,67045553.17,8390606687.16,8390606687.16,5254
2012-03-19,'000021,长城开发,6.6,6.67,6.47,6.62,6.66,-0.06,-0.9009,1.0836,14295360,93819680.74,8707233354.6,8707233354.6,7785
2012-03-16,'000021,长城开发,6.66,6.66,6.31,6.35,6.36,0.3,4.717,1.6546,21828869,142288584.98,8786390021.46,8786390021.46,10549
2012-03-15,'000021,长城开发,6.36,6.44,6.15,6.39,6.43,-0.07,-1.0886,0.8557,11289640,70930028.47,8390606687.16,8390606687.16,7727
2012-03-14,'000021,长城开发,6.43,6.64,6.21,6.45,6.43,0.0,0.0,1.9503,25730019,165901809.12,8482956131.83,8482956131.83,13046
2012-03-13,'000021,长城开发,6.43,6.43,6.3,6.3,6.32,0.11,1.7405,0.9564,12617117,80539232.08,8482956131.83,8482956131.83,6068
2012-03-12,'000021,长城开发,6.32,6.38,6.27,6.34,6.34,-0.02,-0.3155,0.5539,7307224,46119373.84,8337835575.92,8337835575.92,4304
2012-03-09,'000021,长城开发,6.34,6.38,6.24,6.32,6.23,0.11,1.7657,0.6842,9026585,56962132.44,8364221131.54,8364221131.54,4468
2012-03-08,'000021,长城开发,6.23,6.3,6.13,6.19,6.13,0.1,1.6313,0.6653,8777746,54730080.63,8219100575.63,8219100575.63,4141
2012-03-07,'000021,长城开发,6.13,6.25,6.09,6.13,6.2,-0.07,-1.129,0.4585,6049197,37284494.92,8087172797.53,8087172797.53,3750
2012-03-06,'000021,长城开发,6.2,6.32,6.14,6.31,6.33,-0.13,-2.0537,0.6468,8533162,53029064.92,8179522242.2,8179522242.2,5368
2012-03-05,'000021,长城开发,6.33,6.47,6.31,6.38,6.37,-0.04,-0.6279,0.8397,11077816,70578153.64,8351028353.73,8351028353.73,5902
2012-03-02,'000021,长城开发,6.37,6.38,6.18,6.29,6.26,0.11,1.7572,1.0534,13897257,87262677.0,8403799464.97,8403799464.97,6574
2012-03-01,'000021,长城开发,6.26,6.34,6.03,6.07,6.09,0.17,2.7915,1.1077,14613041,90919520.59,8258678909.06,8258678909.06,7504
2012-02-29,'000021,长城开发,6.09,6.34,6.08,6.34,6.28,-0.19,-3.0255,0.8031,10595299,65288407.17,8034401686.29,8034401686.29,6406
2012-02-28,'000021,长城开发,6.28,6.32,6.14,6.21,6.21,0.07,1.1272,1.0081,13299307,82761272.45,8285064464.68,8285064464.68,8055
2012-02-27,'000021,长城开发,6.21,6.39,6.15,6.15,6.14,0.07,1.1401,1.2575,16590166,103830218.05,8192715020.01,8192715020.01,8570
2012-02-24,'000021,长城开发,6.14,6.16,6.04,6.1,6.1,0.04,0.6557,0.6686,8821330,53795133.35,8100365575.34,8100365575.34,5761
2012-02-23,'000021,长城开发,6.1,6.3,6.04,6.16,6.14,-0.04,-0.6515,0.8979,11846380,72809939.51,8047594464.1,8047594464.1,7189
2012-02-22,'000021,长城开发,6.14,6.16,6.02,6.05,6.04,0.1,1.6556,0.6395,8437250,51425559.45,8100365575.34,8100365575.34,5219
2012-02-21,'000021,长城开发,6.04,6.06,5.93,6.03,6.02,0.02,0.3322,0.4209,5553130,33281029.67,7968437797.24,7968437797.24,3833
2012-02-20,'000021,长城开发,6.02,6.15,6.01,6.1,6.0,0.02,0.3333,0.6164,8131634,49431104.13,7942052241.62,7942052241.62,4172
2012-02-17,'000021,长城开发,6.0,6.15,5.92,6.11,6.08,-0.08,-1.3158,0.5077,6697920,40192340.67,7915666686.0,7915666686.0,4055
2012-02-16,'000021,长城开发,6.08,6.12,5.98,6.03,6.03,0.05,0.8292,0.8204,10823031,65372021.3,8021208908.48,8021208908.48,6723
2012-02-15,'000021,长城开发,6.03,6.07,5.87,5.9,5.92,0.11,1.8581,0.6734,8883864,53298851.47,7955245019.43,7955245019.43,5252
2012-02-14,'000021,长城开发,5.92,6.05,5.82,5.82,5.86,0.06,1.0239,0.7527,9930044,58996442.51,7810124463.52,7810124463.52,6153
2012-02-13,'000021,长城开发,5.86,5.99,5.63,5.68,5.71,0.15,2.627,1.0133,13367796,78417027.29,7730967796.66,7730967796.66,8291
2012-02-10,'000021,长城开发,5.71,5.79,5.63,5.63,5.65,0.06,1.0619,0.5201,6861545,39232537.65,7533076129.51,7533076129.51,4444
2012-02-09,'000021,长城开发,5.65,5.73,5.6,5.61,5.67,-0.02,-0.3527,0.5796,7646744,43363056.0,7453919462.65,7453919462.65,4654
2012-02-08,'000021,长城开发,5.67,5.75,5.44,5.46,5.47,0.2,3.6563,0.5294,6983954,39159145.08,7480305018.27,7480305018.27,5156
2012-02-07,'000021,长城开发,5.47,5.59,5.43,5.59,5.63,-0.16,-2.8419,0.3688,4865261,26755035.96,7216449462.07,7216449462.07,3894
2012-02-06,'000021,长城开发,5.63,5.68,5.55,5.66,5.65,-0.02,-0.354,0.5591,7375975,41373635.66,7427533907.03,7427533907.03,4458
2012-02-03,'000021,长城开发,5.65,5.92,5.39,5.39,5.39,0.26,4.8237,1.0776,14216601,79762144.8,7453919462.65,7453919462.65,7966
2012-02-02,'000021,长城开发,5.39,5.39,5.28,5.3,5.29,0.1,1.8904,0.2803,3697418,19745980.02,7110907239.59,7110907239.59,2426
2012-02-01,'000021,长城开发,5.29,5.42,5.28,5.38,5.38,-0.09,-1.6729,0.2293,3025355,16181698.78,6978979461.49,6978979461.49,2474
2012-01-31,'000021,长城开发,5.38,5.39,5.27,5.36,5.34,0.04,0.7491,0.2238,2953031,15749703.57,7097714461.78,7097714461.78,2134
2012-01-30,'000021,长城开发,5.34,5.5,5.32,5.5,5.47,-0.13,-2.3766,0.3781,4988299,26868906.05,7044943350.54,7044943350.54,4043
2012-01-20,'000021,长城开发,5.47,5.48,5.4,5.44,5.4,0.07,1.2963,0.3785,4993412,27203431.76,7216449462.07,7216449462.07,2869
2012-01-19,'000021,长城开发,5.4,5.44,5.3,5.4,5.38,0.02,0.3717,0.3827,5048927,27198331.91,7124100017.4,7124100017.4,3563
2012-01-18,'000021,长城开发,5.38,5.45,5.29,5.42,5.38,0.0,0.0,0.4079,5381469,28921241.45,7097714461.78,7097714461.78,4054
2012-01-17,'000021,长城开发,5.38,5.41,5.05,5.06,5.06,0.32,6.3241,0.5331,7032890,37015455.17,7097714461.78,7097714461.78,4697
2012-01-16,'000021,长城开发,5.06,5.2,5.06,5.18,5.23,-0.17,-3.2505,0.2458,3243179,16677386.53,6675545571.86,6675545571.86,2785
2012-01-13,'000021,长城开发,5.23,5.46,5.21,5.45,5.44,-0.21,-3.8603,0.4772,6296110,33397913.46,6899822794.63,6899822794.63,4378
2012-01-12,'000021,长城开发,5.44,5.54,5.36,5.48,5.49,-0.05,-0.9107,0.5371,7085983,38573977.98,7176871128.64,7176871128.64,4198
2012-01-11,'000021,长城开发,5.49,5.63,5.37,5.4,5.43,0.06,1.105,0.9867,13017687,71939579.76,7242835017.69,7242835017.69,7745
2012-01-10,'000021,长城开发,5.43,5.45,5.18,5.2,5.21,0.22,4.2226,0.9457,12476851,66308588.63,7163678350.83,7163678350.83,6713
2012-01-09,'000021,长城开发,5.21,5.23,4.95,5.01,5.0,0.21,4.2,0.537,7085009,36439219.78,6873437239.01,6873437239.01,5299
2012-01-06,'000021,长城开发,5.0,5.01,4.89,4.93,4.91,0.09,1.833,0.3337,4402577,21740156.32,6596388905.0,6596388905.0,3245
2012-01-05,'000021,长城开发,4.91,5.04,4.89,5.04,5.07,-0.16,-3.1558,0.3213,4239406,21014873.11,6477653904.71,6477653904.71,3074
2012-01-04,'000021,长城开发,5.07,5.2,4.96,5.17,5.13,-0.06,-1.1696,0.3655,4822045,24595508.81,6688738349.67,6688738349.67,3258
2011-12-30,'000021,长城开发,5.13,5.16,5.06,5.06,5.03,0.1,1.9881,0.2728,3599410,18424688.82,6767895016.53,6767895016.53,2430
2011-12-29,'000021,长城开发,5.03,5.1,5.02,5.02,5.06,-0.03,-0.5929,0.2813,3711780,18810299.21,6635967238.43,6635967238.43,2158
2011-12-28,'000021,长城开发,5.06,5.08,4.95,5.05,5.05,0.01,0.198,0.3364,4438506,22247799.75,6675545571.86,6675545571.86,3282
2011-12-27,'000021,长城开发,5.05,5.2,5.02,5.17,5.17,-0.12,-2.3211,0.2796,3688646,18818860.78,6662352794.05,6662352794.05,2774
2011-12-26,'000021,长城开发,5.17,5.33,5.17,5.23,5.22,-0.05,-0.9579,0.302,3983799,20981863.17,6820666127.77,6820666127.77,2836
2011-12-23,'000021,长城开发,5.22,5.32,5.15,5.15,5.18,0.04,0.7722,0.4122,5438596,28485466.09,6886630016.82,6886630016.82,3027
2011-12-22,'000021,长城开发,5.18,5.35,5.01,5.35,5.37,-0.19,-3.5382,0.5311,7006437,36156563.43,6833858905.58,6833858905.58,4977
2011-12-21,'000021,长城开发,5.37,5.66,5.37,5.63,5.58,-0.21,-3.7634,0.4578,6040088,33478635.91,7084521683.97,7084521683.97,3170
2011-12-20,'000021,长城开发,5.58,5.65,5.5,5.57,5.61,-0.03,-0.5348,0.4029,5315461,29762054.25,7361570017.98,7361570017.98,3762
2011-12-19,'000021,长城开发,5.61,5.68,5.38,5.68,5.71,-0.1,-1.7513,0.6105,8054532,44505156.91,7401148351.41,7401148351.41,6096
2011-12-16,'000021,长城开发,5.71,5.72,5.5,5.52,5.58,0.13,2.3297,0.4687,6183917,34705045.9,7533076129.51,7533076129.51,4298
2011-12-15,'000021,长城开发,5.58,5.8,5.48,5.8,5.82,-0.24,-4.1237,0.5683,7496869,42090130.07,7361570017.98,7361570017.98,4828
2011-12-14,'000021,长城开发,5.82,6.0,5.75,5.95,5.94,-0.12,-2.0202,0.292,3852915,22756319.13,7678196685.42,7678196685.42,3028
2011-12-13,'000021,长城开发,5.94,6.15,5.91,6.15,6.16,-0.22,-3.5714,0.3778,4983752,29882845.55,7836510019.14,7836510019.14,4501
2011-12-12,'000021,长城开发,6.16,6.25,6.15,6.23,6.22,-0.06,-0.9646,0.1692,2232538,13840353.3,8126751130.96,8126751130.96,1884
2011-12-09,'000021,长城开发,6.22,6.35,6.17,6.24,6.3,-0.08,-1.2698,0.2438,3216225,20070787.28,8205907797.82,8205907797.82,2297
2011-12-08,'000021,长城开发,6.3,6.33,6.05,6.27,6.27,0.03,0.4785,0.4398,5802585,36162023.09,8311450020.3,8311450020.3,3853
2011-12-07,'000021,长城开发,6.27,6.3,6.21,6.23,6.22,0.05,0.8039,0.2229,2940144,18415998.59,8271871686.87,8271871686.87,2305
2011-12-06,'000021,长城开发,0.0,0.0,0.0,0.0,6.22,None,None,0.0,0,0.0,8205907797.82,8205907797.82,0
2011-12-05,'000021,长城开发,6.22,6.32,6.21,6.25,6.28,-0.06,-0.9554,0.2982,3934072,24604556.93,8205907797.82,8205907797.82,3350
2011-12-02,'000021,长城开发,6.28,6.49,6.26,6.49,6.49,-0.21,-3.2357,0.3645,4809259,30516254.49,8285064464.68,8285064464.68,3688
2011-12-01,'000021,长城开发,6.49,6.69,6.48,6.61,6.38,0.11,1.7241,0.6688,8823835,58231028.85,8562112798.69,8562112798.69,5962
2011-11-30,'000021,长城开发,6.38,6.79,6.28,6.75,6.8,-0.42,-6.1765,0.6497,8571992,55795913.67,8416992242.78,8416992242.78,6348
2011-11-29,'000021,长城开发,6.8,6.81,6.63,6.73,6.65,0.15,2.2556,0.5068,6686545,44969790.1,8971088910.8,8971088910.8,4224
2011-11-28,'000021,长城开发,6.65,6.72,6.56,6.69,6.65,0.0,0.0,0.4256,5614858,37169110.67,8773197243.65,8773197243.65,3817
2011-11-25,'000021,长城开发,6.65,6.94,6.61,6.89,6.89,-0.24,-3.4833,0.538,7098039,47958940.33,8773197243.65,8773197243.65,4695
2011-11-24,'000021,长城开发,6.89,6.94,6.68,6.74,6.84,0.05,0.731,0.5844,7710059,52604629.93,9089823911.09,9089823911.09,4613
2011-11-23,'000021,长城开发,6.84,7.1,6.82,7.09,7.05,-0.21,-2.9787,0.6225,8212745,57151794.3,9023860022.04,9023860022.04,5158
2011-11-22,'000021,长城开发,7.05,7.22,6.92,7.12,7.24,-0.19,-2.6243,0.6574,8673335,61208749.38,9300908356.05,9300908356.05,6072
2011-11-21,'000021,长城开发,7.24,7.25,7.13,7.19,7.15,0.09,1.2587,0.4167,5497526,39573247.83,9551571134.44,9551571134.44,3853
2011-11-18,'000021,长城开发,7.15,7.44,7.11,7.27,7.34,-0.19,-2.5886,0.8832,11652457,84912399.57,9432836134.15,9432836134.15,7836
2011-11-17,'000021,长城开发,7.34,7.55,7.34,7.5,7.51,-0.17,-2.2636,0.9393,12392405,91883343.82,9683498912.54,9683498912.54,9165
2011-11-16,'000021,长城开发,7.51,7.97,7.5,7.61,7.64,-0.13,-1.7016,2.0374,26879517,208423151.05,9907776135.31,9907776135.31,17305
2011-11-15,'000021,长城开发,7.64,7.65,7.45,7.55,7.6,0.04,0.5263,1.2198,16092716,121587775.96,10079282246.8,10079282246.8,9156
2011-11-14,'000021,长城开发,7.6,7.62,7.45,7.5,7.42,0.18,2.4259,1.0598,13981282,105539163.9,10026511135.6,10026511135.6,8370
2011-11-11,'000021,长城开发,7.42,7.58,7.38,7.53,7.5,-0.08,-1.0667,0.9019,11898650,89043996.31,9789041135.02,9789041135.02,7396
2011-11-10,'000021,长城开发,7.5,7.68,7.46,7.63,7.76,-0.26,-3.3505,1.3784,18184466,137266737.17,9894583357.5,9894583357.5,10506
2011-11-09,'000021,长城开发,7.76,7.79,7.36,7.67,7.62,0.14,1.8373,1.5564,20533647,155523987.83,10237595580.6,10237595580.6,13015
2011-11-08,'000021,长城开发,7.62,7.88,7.56,7.63,7.57,0.05,0.6605,1.5592,20569944,158151653.87,10052896691.2,10052896691.2,11450
2011-11-07,'000021,长城开发,7.57,7.77,7.51,7.75,7.77,-0.2,-2.574,1.4792,19514647,148890030.72,9986932802.17,9986932802.17,11592
2011-11-04,'000021,长城开发,7.77,8.12,7.7,8.12,7.87,-0.1,-1.2706,3.0402,40108418,317238878.27,10250788358.4,10250788358.4,22567
2011-11-03,'000021,长城开发,7.87,7.87,7.28,7.3,7.15,0.72,10.0699,3.7322,49238327,372870564.66,10382716136.5,10382716136.5,21128
2011-11-02,'000021,长城开发,7.15,7.2,6.67,6.69,6.84,0.31,4.5322,1.8568,24495888,170465946.33,9432836134.15,9432836134.15,13050
2011-11-01,'000021,长城开发,6.84,6.9,6.71,6.87,6.95,-0.11,-1.5827,0.8925,11774314,80283855.37,9023860022.04,9023860022.04,7608
2011-10-31,'000021,长城开发,6.95,7.1,6.84,7.03,6.92,0.03,0.4335,1.3421,17706355,122928754.23,9168980577.95,9168980577.95,8078
2011-10-28,'000021,长城开发,6.92,6.94,6.79,6.82,6.79,0.13,1.9146,0.9158,12082064,83097451.74,9129402244.52,9129402244.52,6887
2011-10-27,'000021,长城开发,6.79,6.95,6.72,6.88,6.87,-0.08,-1.1645,0.9722,12826027,87546344.04,8957896132.99,8957896132.99,8042
2011-10-26,'000021,长城开发,6.87,7.18,6.83,6.85,6.57,0.3,4.5662,1.8049,23812071,165397405.12,9063438355.47,9063438355.47,14165
2011-10-25,'000021,长城开发,6.57,6.58,6.2,6.28,6.26,0.31,4.9521,0.6996,9229848,59270023.49,8667655021.17,8667655021.17,6223
2011-10-24,'000021,长城开发,6.26,6.28,6.15,6.25,6.16,0.1,1.6234,0.4527,5972794,37112786.94,8258678909.06,8258678909.06,3111
2011-10-21,'000021,长城开发,6.16,6.33,6.13,6.33,6.29,-0.13,-2.0668,0.2361,3115292,19339304.53,8126751130.96,8126751130.96,2804
2011-10-20,'000021,长城开发,6.29,6.56,6.24,6.55,6.59,-0.3,-4.5524,0.3061,4037664,25672490.44,8298257242.49,8298257242.49,3256
2011-10-19,'000021,长城开发,6.59,6.67,6.56,6.62,6.69,-0.1,-1.4948,0.2564,3382829,22344695.44,8694040576.79,8694040576.79,2612
2011-10-18,'000021,长城开发,6.69,6.81,6.57,6.7,6.72,-0.03,-0.4464,0.4258,5617697,37650092.71,8825968354.89,8825968354.89,3481
2011-10-17,'000021,长城开发,6.72,6.86,6.65,6.76,6.8,-0.08,-1.1765,0.3342,4408672,29783854.74,8865546688.32,8865546688.32,2654
2011-10-14,'000021,长城开发,6.8,6.85,6.72,6.83,6.85,-0.05,-0.7299,0.2493,3288613,22304645.5,8971088910.8,8971088910.8,2162
2011-10-13,'000021,长城开发,6.85,6.89,6.79,6.83,6.84,0.01,0.1462,0.3874,5111243,34954358.13,9037052799.85,9037052799.85,3976
2011-10-12,'000021,长城开发,6.84,6.85,6.56,6.59,6.65,0.19,2.8571,0.4648,6131621,41457981.14,9023860022.04,9023860022.04,4143
2011-10-11,'000021,长城开发,6.65,6.88,6.56,6.75,6.63,0.02,0.3017,0.2234,2947604,19628520.56,8773197243.65,8773197243.65,2613
2011-10-10,'000021,长城开发,6.63,6.74,6.6,6.67,6.67,-0.04,-0.5997,0.1333,1758980,11709129.49,8746811688.03,8746811688.03,1726
2011-09-30,'000021,长城开发,6.67,6.7,6.6,6.7,6.72,-0.05,-0.744,0.168,2216464,14713049.65,8799582799.27,8799582799.27,2168
2011-09-29,'000021,长城开发,6.72,6.81,6.53,6.81,6.86,-0.14,-2.0408,0.3492,4606662,30654446.97,8865546688.32,8865546688.32,4155
2011-09-28,'000021,长城开发,6.86,7.0,6.81,7.0,6.98,-0.12,-1.7192,0.2581,3405195,23505319.35,9050245577.66,9050245577.66,2706
2011-09-27,'000021,长城开发,6.98,6.98,6.89,6.95,6.96,0.02,0.2874,0.2876,3793688,26319759.4,9208558911.38,9208558911.38,2694
2011-09-26,'000021,长城开发,6.96,6.97,6.84,6.91,6.98,-0.02,-0.2865,0.2125,2803569,19386703.5,9182173355.76,9182173355.76,2342
2011-09-23,'000021,长城开发,6.98,6.98,6.75,6.8,6.99,-0.01,-0.1431,0.2836,3741291,25757035.41,9208558911.38,9208558911.38,3609
2011-09-22,'000021,长城开发,6.99,7.15,6.92,7.08,7.17,-0.18,-2.5105,0.3992,5266602,37086852.7,9221751689.19,9221751689.19,3961
2011-09-21,'000021,长城开发,7.17,7.18,6.9,6.96,6.98,0.19,2.7221,0.4663,6151942,43480104.93,9459221689.77,9459221689.77,4549
2011-09-20,'000021,长城开发,6.98,6.98,6.83,6.92,6.99,-0.01,-0.1431,0.2472,3261783,22562039.72,9208558911.38,9208558911.38,2185
2011-09-19,'000021,长城开发,6.99,6.99,6.8,6.93,7.0,-0.01,-0.1429,0.2796,3688874,25423984.12,9221751689.19,9221751689.19,2057
2011-09-16,'000021,长城开发,7.0,7.02,6.9,7.02,6.96,0.04,0.5747,0.2305,3040646,21146168.84,9234944467.0,9234944467.0,1869
2011-09-15,'000021,长城开发,6.96,7.02,6.93,6.98,7.01,-0.05,-0.7133,0.2126,2804652,19583912.2,9182173355.76,9182173355.76,2300
2011-09-14,'000021,长城开发,7.01,7.01,6.8,6.9,7.01,0.0,0.0,0.2187,2885885,19960349.03,9248137244.81,9248137244.81,2885
2011-09-13,'000021,长城开发,7.01,7.01,6.73,6.88,6.97,0.04,0.5739,0.2272,2997781,20483493.9,9248137244.81,9248137244.81,2617
2011-09-09,'000021,长城开发,6.97,7.16,6.95,7.1,7.05,-0.08,-1.1348,0.2194,2894255,20333106.81,9195366133.57,9195366133.57,2927
2011-09-08,'000021,长城开发,7.05,7.26,7.05,7.22,7.21,-0.16,-2.2191,0.2592,3419890,24422622.71,9300908356.05,9300908356.05,3216
2011-09-07,'000021,长城开发,7.21,7.23,7.07,7.13,7.14,0.07,0.9804,0.3786,4994909,35686352.91,9511992801.01,9511992801.01,3511
2011-09-06,'000021,长城开发,7.14,7.14,6.95,7.07,7.14,0.0,0.0,0.2519,3323515,23351944.75,9419643356.34,9419643356.34,2796
2011-09-05,'000021,长城开发,7.14,7.16,6.97,7.15,7.16,-0.02,-0.2793,0.2589,3415043,24015527.61,9419643356.34,9419643356.34,3182
2011-09-02,'000021,长城开发,7.16,7.27,7.14,7.24,7.21,-0.05,-0.6935,0.1621,2138831,15353260.96,9446028911.96,9446028911.96,2306
2011-09-01,'000021,长城开发,7.21,7.39,7.21,7.32,7.3,-0.09,-1.2329,0.1574,2077132,15155927.42,9511992801.01,9511992801.01,2430
2011-08-31,'000021,长城开发,7.3,7.39,7.15,7.37,7.42,-0.12,-1.6173,0.3746,4941405,35832829.48,9630727801.3,9630727801.3,4199
2011-08-30,'000021,长城开发,7.42,7.67,7.41,7.55,7.62,-0.2,-2.6247,0.3262,4303299,32488429.55,9789041135.02,9789041135.02,4732
2011-08-29,'000021,长城开发,0.0,0.0,0.0,0.0,7.62,None,None,0.0,0,0.0,10052896691.2,10052896691.2,0
2011-08-26,'000021,长城开发,7.62,7.64,7.46,7.52,7.53,0.09,1.1952,0.2903,3829892,28837125.91,10052896691.2,10052896691.2,3309
2011-08-25,'000021,长城开发,7.53,7.55,7.31,7.35,7.31,0.22,3.0096,0.3485,4597450,34346594.0,9934161690.93,9934161690.93,4088
2011-08-24,'000021,长城开发,7.31,7.45,7.3,7.4,7.34,-0.03,-0.4087,0.1924,2537684,18730528.35,9643920579.11,9643920579.11,2448
2011-08-23,'000021,长城开发,7.34,7.35,7.23,7.25,7.21,0.13,1.8031,0.1687,2225005,16260700.88,9683498912.54,9683498912.54,2180
2011-08-22,'000021,长城开发,7.21,7.39,7.19,7.3,7.28,-0.07,-0.9615,0.2241,2956311,21561350.65,9511992801.01,9511992801.01,3012
2011-08-19,'000021,长城开发,7.28,7.28,7.1,7.2,7.32,-0.04,-0.5464,0.3282,4329697,31049734.38,9604342245.68,9604342245.68,3493
2011-08-18,'000021,长城开发,7.32,7.45,7.32,7.41,7.41,-0.09,-1.2146,0.2416,3186983,23553585.57,9657113356.92,9657113356.92,2841
2011-08-17,'000021,长城开发,7.41,7.58,7.4,7.51,7.54,-0.13,-1.7241,0.2961,3906048,29081162.98,9775848357.21,9775848357.21,2876
2011-08-16,'000021,长城开发,7.54,7.64,7.5,7.61,7.6,-0.06,-0.7895,0.249,3284509,24857388.23,9947354468.74,9947354468.74,3091
2011-08-15,'000021,长城开发,7.6,7.61,7.46,7.46,7.46,0.14,1.8767,0.2937,3875283,29312457.41,10026511135.6,10026511135.6,3566
2011-08-12,'000021,长城开发,7.46,7.66,7.4,7.45,7.36,0.1,1.3587,0.5421,7151943,53812934.8,9841812246.26,9841812246.26,5600
2011-08-11,'000021,长城开发,7.36,7.37,7.02,7.16,7.29,0.07,0.9602,0.3865,5098550,37082803.29,9709884468.16,9709884468.16,3819
2011-08-10,'000021,长城开发,7.29,7.48,7.28,7.41,7.26,0.03,0.4132,0.3891,5133890,37881955.03,9617535023.49,9617535023.49,4559
2011-08-09,'000021,长城开发,7.26,7.34,6.81,7.29,7.42,-0.16,-2.1563,0.529,6979536,49714581.54,9577956690.06,9577956690.06,6823
2011-08-08,'000021,长城开发,7.42,8.04,7.3,7.8,8.04,-0.62,-7.7114,0.5245,6919057,52759029.79,9789041135.02,9789041135.02,7482
2011-08-05,'000021,长城开发,8.04,8.11,7.93,8.05,8.29,-0.25,-3.0157,0.3857,5088297,40903112.51,10606993359.2,10606993359.2,4848
2011-08-04,'000021,长城开发,8.29,8.37,8.25,8.25,8.24,0.05,0.6068,0.2775,3660331,30388126.35,10936812804.5,10936812804.5,3235
2011-08-03,'000021,长城开发,8.24,8.35,8.19,8.34,8.41,-0.17,-2.0214,0.5019,6621398,54577768.8,10870848915.4,10870848915.4,5871
2011-08-02,'000021,长城开发,8.41,8.8,8.36,8.79,8.86,-0.45,-5.079,0.6732,8881387,75391807.52,11095126138.2,11095126138.2,7732
2011-08-01,'000021,长城开发,8.86,8.9,8.71,8.73,8.79,0.07,0.7964,0.2767,3651084,32289439.13,11688801139.7,11688801139.7,3299
2011-07-29,'000021,长城开发,8.79,9.03,8.7,8.96,9.03,-0.24,-2.6578,0.5722,7548364,66829979.77,11596451695.0,11596451695.0,6375
2011-07-28,'000021,长城开发,9.03,9.11,8.85,9.09,9.15,-0.12,-1.3115,0.6778,8941934,80191394.23,11913078362.4,11913078362.4,8043
2011-07-27,'000021,长城开发,9.15,9.24,9.02,9.1,9.18,-0.03,-0.3268,1.1562,15253875,139362604.11,12071391696.1,12071391696.1,12474
2011-07-26,'000021,长城开发,9.18,9.18,8.69,8.71,8.69,0.49,5.6387,1.5421,20344852,183972953.02,12110970029.6,12110970029.6,16100
